GID	control_0h	experimental_1h	experimental_2h	experimental_4h	control_1h	control_2h	control_4h	experimental_0h
Cre01.g025350	12.7678	20.1182	16.3201	10.8759	16.5828	13.894	8.85498	18.8752
Cre01.g025400	8.01493	11.4452	6.02031	8.04827	10.2911	5.25653	5.81232	10.3069
Cre01.g025450	14.3443	29.219	22.1496	13.979	26.4276	20.3226	12.1422	29.7193
Cre01.g025500	5.09099	3.444	3.25607	6.7716	4.93371	4.16226	9.07729	2.79949
Cre01.g025551	2.06598	1.24269	1.51011	1.82401	1.37451	1.51151	2.13331	1.59084
Cre01.g025600	2.20844	1.47389	1.07034	1.69131	1.26782	0.809911	2.29262	1.38737
Cre01.g025650	14.5009	0.522383	0.55606	14.8231	0.481402	0.377996	18.4161	0.593384
Cre01.g025700	4.31229	5.01304	4.83011	4.69269	5.00404	4.72723	4.0595	3.29036
Cre01.g025750	0.612711	15.3825	2.56252	0.332289	8.08866	1.39447	0.320388	8.57221
Cre01.g025767	1.05013	1.00493	0.721277	0.886443	0.661665	0.686266	0.537782	0.814996
Cre01.g025808	1.42871	0.601183	0.764507	1.19663	0.663937	0.729462	1.14042	0.595567
Cre01.g025850	17.5952	20.3597	22.6202	18.5018	23.1392	22.6919	22.3827	35.295
Cre01.g025900	4.40488	3.79217	4.2382	4.71623	4.06827	3.79838	5.30733	3.34452
Cre01.g025950	0.042158	0.0614446	0.0707547	0.0638088	0.128832	0.0986599	0.0256373	0.032845
Cre01.g025983	0.668398	1.15346	0.574025	0.522827	1.34083	0.727809	0.524305	1.27216
Cre01.g026050	14.3086	13.0585	18.1225	14.678	14.8437	19.3238	16.8186	16.3859
Cre01.g026100	13.3771	9.76323	11.291	10.8537	8.89556	9.38844	16.0215	11.8683
Cre01.g026150	1.20604	0.823696	0.917975	0.987959	0.835352	0.843168	1.09249	1.10857
Cre01.g026200	1.52407	0.875238	1.17823	0.826956	0.454586	0.404624	0.841314	1.01549
Cre01.g026250	11.4414	12.3503	12.7926	12.8818	12.3905	14.6792	13.8839	7.80987
Cre01.g026300	3.27475	3.68776	3.97246	3.44086	4.00743	3.99665	3.62762	4.51416
Cre01.g026350	0.0713222	1.12783	0.250635	0.0735268	2.30822	0.59731	0.0608604	0.870422
Cre01.g026400	0.567594	2.9393	6.64823	0.700521	3.71729	6.79338	1.49779	2.51102
Cre01.g026450	53.0636	40.9038	46.915	52.1848	32.5565	45.2314	41.6147	19.9673
Cre01.g026500	12.1466	10.4398	10.579	15.2907	8.89455	9.79566	12.4228	8.87588
Cre01.g026550	88.2289	81.1982	79.6099	92.8162	62.4031	89.293	62.2464	34.0736
Cre01.g026600	112.834	105.398	108.99	112.64	94.8583	107.692	95.2419	71.0702
Cre01.g026650	4.66771	3.78462	4.58439	4.36876	3.76486	3.92387	5.12547	4.50401
Cre01.g026700	0.0324407	0.320188	0.21042	0.0265754	0.458099	0.212565	0.0169222	0.483591
Cre01.g026750	0.17672	0.577121	0.481578	0.143126	0.30971	0.293694	0.0452711	0.220336
Cre01.g026900	9.93282	12.2925	17.5003	11.7476	10.7767	15.1179	15.2332	9.10798
Cre01.g027000	2437.27	1453.82	1521.74	2553.85	1455.39	1529	2341.36	1604.18
Cre01.g027050	50.4747	69.5878	67.9515	49.6931	55.008	59.8033	53.0826	63.9521
Cre01.g027100	24.4682	20.6503	23.2548	25.2337	24.7277	26.4053	26.5858	17.9667
Cre01.g027150	5.53377	3.75005	3.8308	4.42347	3.60583	3.24979	5.264	4.38329
Cre01.g027200	79.5414	119.713	92.568	106.441	158.6	95.9296	107.47	222.627
Cre01.g027250	2.14632	1.61899	1.77255	1.92935	1.47663	1.77435	1.64941	1.65173
Cre01.g027300	0.662987	27.9767	21.9107	1.81395	68.5156	65.8818	0.676727	22.2103
Cre01.g027350	1.42636	0.828461	1.07025	1.12735	0.86869	0.988785	1.09935	0.717422
Cre01.g027400	3.35489	3.02714	3.09393	2.61436	1.66445	2.50489	1.60883	1.89841
Cre01.g027450	19.0858	12.3318	17.3983	14.0159	9.31397	15.2753	20.5226	12.5567
Cre01.g027500	3.7348	3.73769	5.32577	2.80631	3.12119	4.21395	5.52182	5.0273
Cre01.g027550	41.9947	31.2512	29.6293	47.0139	34.4382	23.7619	82.4132	44.2279
Cre01.g027600	0.84099	0.538344	0.782672	0.979865	0.656211	0.598743	1.08175	0.756245
Cre01.g027650	0.345097	0.479814	0.447173	0.244524	0.310622	0.372349	0.282279	0.589053
Cre01.g027700	3.12665	1.59489	2.72309	2.46755	0.881322	2.38479	5.51746	3.78765
Cre01.g027750	0.151862	1.126	0.25595	0.192765	1.88453	0.401726	0.12752	0.478592
Cre01.g027764	7.96849	6.81229	9.25284	7.20552	7.17741	8.36304	7.81036	7.59456
Cre01.g027800	123.333	88.7529	78.3775	137.783	100.478	96.0224	112.611	64.9894
Cre01.g027850	4.76277	3.62813	2.68675	4.51965	3.2864	2.96862	4.17935	2.0617
Cre01.g027900	10.379	9.6978	10.6445	14.0655	10.7801	11.4168	12.9249	6.56342
Cre01.g027950	28.073	49.6986	27.8128	26.9859	39.7109	24.2815	18.1655	42.4572
Cre01.g028000	1.19	2.67824	1.96582	0.835525	2.22078	2.08047	1.0344	1.92476
Cre01.g028050	0	0	0	0.00740897	0	0	0	0
Cre01.g028101	12.7433	12.9601	11.9729	11.4725	12.4304	10.9835	16.4794	18.7734
Cre01.g028150	9.28878	11.8729	10.9838	11.3652	9.18799	11.0302	10.4086	12.5911
Cre01.g028200	42.8417	22.1966	21.8781	54.5476	32.1755	23.4836	44.1158	21.6936
Cre01.g028250	5.09064	13.7137	12.4224	5.18045	10.6806	13.0177	4.95944	10.7007
Cre01.g028300	41.4601	50.982	49.5274	43.2035	49.9958	48.3905	40.9565	69.4536
Cre01.g028350	5.1184	4.9293	7.56876	4.89534	4.81636	6.03966	8.04668	6.25125
Cre01.g028400	4.63025	4.45124	4.15641	4.28764	4.2192	4.09366	4.51467	3.4264
Cre01.g028423	2.6697	2.15109	1.52682	2.73956	2.45157	1.55298	3.26229	2.15433
Cre01.g028450	12.7755	7.29355	11.143	10.5594	8.29874	10.3164	9.51917	6.59037
Cre01.g028500	9.82748	8.77718	7.38426	10.2043	8.31649	8.60464	9.6743	6.84751
Cre01.g028550	11.836	8.16539	9.52467	10.1428	8.16349	8.61002	9.89287	6.33914
Cre01.g028600	4.03604	3.26132	5.88744	4.00348	2.74979	5.99716	10.5005	2.83733
Cre01.g028650	22.0699	15.9708	16.1294	27.2728	21.1592	20.2846	23.9019	16.4316
Cre01.g028850	39.6883	33.5115	25.9645	60.8809	51.2627	28.3698	154.545	49.6209
Cre01.g028900	7.1864	2.84932	3.83153	7.10388	3.31238	4.1355	17.5987	4.14817
Cre01.g028950	6.77142	6.49903	15.6898	10.9135	8.45969	12.2617	34.7903	21.0661
Cre01.g029000	2.06531	4.63358	6.72321	2.41563	5.9797	7.31206	2.0327	4.771
Cre01.g029050	22.3632	26.1671	26.9273	21.7126	25.2986	26.3896	25.9574	30.6542
Cre01.g029100	21.6797	29.3484	24.2883	18.776	13.7721	20.1298	11.4197	13.0865
Cre01.g029150	14.2059	17.0396	13.4039	12.8517	15.1252	13.0393	11.7454	15.8879
Cre01.g029200	2.06965	1.92427	1.68738	1.63498	1.05736	1.38625	1.07331	1.02301
Cre01.g029250	1.63563	4.30889	1.45744	2.65051	5.94582	2.36206	1.63377	14.2953
Cre01.g029300	224.765	122.243	115.631	237.958	140.686	133.136	242.108	97.7343
Cre01.g029350	4.03639	6.96502	4.059	3.51368	5.7712	3.63706	2.4652	6.4357
Cre01.g029400	0.831514	1.19093	0.698071	1.02568	1.31819	0.708286	0.735501	1.36418
Cre01.g029450	51.3856	45.9811	49.1494	49.951	32.1165	47.4999	37.7806	22.928
Cre01.g029500	19.3087	17.3366	20.8357	20.9521	21.9027	23.1135	17.0791	22.5383
Cre01.g029550	4.13427	6.33013	6.51897	3.68355	5.73489	5.52112	4.47698	6.22543
Cre01.g029600	2.94132	2.17049	2.78958	5.6875	3.78014	2.87165	4.93575	3.30924
Cre01.g029650	14.1301	14.2531	12.9589	19.3214	18.7221	15.5919	22.4241	18.2699
Cre01.g029700	13.5782	37.4178	18.1912	328.547	390.204	28.1384	1295.59	1317.61
Cre01.g029750	18.0968	21.1909	13.8748	20.6872	25.1434	15.634	16.6375	18.7533
Cre01.g029800	2.02777	2.68183	2.29646	1.71142	2.78308	1.9597	2.28432	3.09925
Cre01.g029850	17.5647	17.2847	15.0994	18.2134	16.5503	14.4567	15.0125	16.4217
Cre01.g029900	6.13946	5.26892	5.04156	5.75566	5.61282	4.53824	6.26523	6.98683
Cre01.g029950	48.8238	12.646	33.2695	53.9718	31.1434	55.0485	32.0657	8.78294
Cre01.g030000	0.286096	0.0513883	0.0573854	0.268608	0.080176	0.0329288	0.155918	0.0612311
Cre01.g030050	138.039	83.0539	120.567	118.839	90.7731	104.651	186.049	108.799
Cre01.g030100	0.449645	0.305005	0.351319	0.503334	0.185582	0.190884	0.214509	0.110454
Cre01.g030150	10.1283	8.45977	7.41693	9.51909	4.98464	6.78725	3.54258	3.44779
Cre01.g030200	82.9973	84.4184	81.0941	91.3035	88.0415	84.465	63.888	69.2479
Cre01.g030250	4.32818	4.93998	4.40448	4.60926	5.90011	5.66458	6.01153	5.67068
Cre01.g030300	5.48212	7.28158	7.79312	5.05969	6.00246	7.0058	4.13321	7.4865
Cre01.g030350	0.898965	2.14536	1.32697	1.25414	3.98059	3.06255	1.73221	2.49351
Cre01.g030400	0.90893	0.967283	1.34434	0.710123	0.761192	1.17995	0.664543	0.549713
Cre01.g030450	4.6336	5.01443	4.73982	4.93816	4.51532	5.14315	4.77259	4.17592
Cre01.g030500	2.24087	20.8782	16.7341	2.35757	25.5632	18.3469	2.7937	28.2238
Cre01.g030550	27.8193	20.0986	17.1946	27.1884	16.0862	16.3029	24.5124	11.2861
Cre01.g030600	5.01197	8.65064	9.94246	4.25784	10.1075	9.66161	7.78385	13.2304
Cre01.g030650	2.80872	1.76247	0.725913	2.64718	1.37679	0.571631	2.38552	1.34089
Cre01.g030700	5.78286	6.70115	4.0478	6.05583	6.52877	3.69229	5.20513	7.46807
Cre01.g030750	4.31649	6.77408	0.631962	3.01448	7.12229	0.893232	4.94907	8.81106
Cre01.g030800	43.3593	40.0678	47.1428	44.5239	34.9883	51.5643	43.0057	29.9928
Cre01.g030850	27.558	31.2197	35.0855	30.7359	27.1307	43.0412	23.8593	16.4283
Cre01.g030900	0.650904	0.550702	0.730479	0.616793	0.48338	0.648136	0.615907	0.486257
Cre01.g030950	11.5109	9.92075	12.352	10.1605	8.76743	9.74056	9.20418	9.57202
Cre01.g030986	0	0	0.37017	0	0.281435	0	0	0
Cre01.g031004	33.1505	26.083	52.2277	30.3228	30.8992	53.7853	40.2758	42.5901
Cre01.g031050	19.8201	15.9907	21.8452	19.6986	14.6082	21.2188	19.2626	11.9264
Cre01.g031100	186.597	139.394	172.276	214.286	157.285	207.706	306.616	172.384
Cre01.g031200	188.169	159.915	154.611	215.665	153.966	159.912	190.771	109.408
Cre01.g031250	25.7105	22.234	16.8252	28.3451	23.3388	24.6728	26.6863	12.1904
Cre01.g031300	4.96339	4.8289	3.5095	6.47387	6.26327	3.94525	5.6825	6.21957
Cre01.g031400	0	0	0	0	0	0	0	0
Cre01.g031450	0.353536	0.661387	0.524993	0.33598	0.70934	0.561277	0.254565	0.871673
Cre01.g031500	2.47106	0.992148	0.890519	1.75559	0.556382	0.667349	1.25281	0.962647
Cre01.g031550	0.563639	0.366789	0.504807	0.548886	0.560456	0.432233	0.746212	0.820372
Cre01.g031600	18.4429	21.6725	22.3505	25.6938	27.8164	24.2347	25.4286	34.1908
Cre01.g031650	2.55502	2.10628	1.67308	2.83421	7.36919	5.90964	3.18363	10.7226
Cre01.g031700	1.75381	11.0031	6.84317	1.74303	11.2299	8.95777	3.9935	8.72993
Cre01.g031750	15.0698	8.50361	12.4448	13.1143	8.71432	10.5674	10.5143	8.18855
Cre01.g031800	1.20883	0.853833	1.04434	1.14429	0.875737	1.09303	0.951532	0.537556
Cre01.g031850	0.772298	0.674737	0.777202	0.90914	0.668444	0.926174	0.832825	0.552667
Cre01.g031875	0	0	0	0	0	0.576459	0	0
Cre01.g031900	6.04011	6.01162	6.67103	6.07257	7.21223	8.38312	5.62184	4.40954
Cre01.g031951	0.27817	0.210651	0.306802	0.174714	0.217529	0.230263	0.193181	0.485152
Cre01.g032000	8.43922	7.72984	14.2656	7.47221	7.16448	8.67591	8.84739	8.56913
Cre01.g032050	28.2457	24.3187	22.6519	29.1903	21.9914	24.0249	28.5645	15.519
Cre01.g032100	2.13	3.03212	2.13143	2.10308	3.34563	2.53789	2.44571	2.89698
Cre01.g032150	8.58951	13.2131	9.49717	7.95409	11.7074	8.43047	6.69958	11.8389
Cre01.g032200	0.0180775	0.0710439	0.0645194	0.0210163	0.0697727	0.0412962	0.024232	0.0752316
Cre01.g032250	20.9944	18.3412	19.7316	20.7903	16.5043	19.164	20.4221	16.8606
Cre01.g032300	1145.32	727.91	861.105	1085.12	636.32	831.013	936.273	347.995
Cre01.g032350	4.02691	4.85905	4.01011	4.01053	5.32372	4.34605	5.34386	7.34393
Cre01.g032400	12.1846	13.07	12.0869	23.9729	20.7748	13.6918	29.7948	17.6012
Cre01.g032450	7.26641	5.90102	6.06857	7.16719	4.82585	5.33892	7.01743	4.19955
Cre01.g032500	20.0607	17.0215	12.4263	22.3486	16.9876	12.1925	19.6587	14.7605
Cre01.g032550	3.66478	4.85645	5.09652	2.99781	2.33632	3.97561	2.06761	2.47234
Cre01.g032600	125.922	97.5051	86.3497	140.536	93.9551	92.1721	112.683	57.1531
Cre01.g032650	601.156	896.665	549.598	776.315	1040.55	608.624	524.764	886.367
Cre01.g032700	34.5252	31.0709	31.5842	40.0376	31.1129	30.8843	37.1774	17.0842
Cre01.g032750	40.1407	31.4179	37.3552	45.2153	38.5679	42.3684	39.7102	26.0789
Cre01.g032800	4.53144	4.85718	5.70806	4.71869	5.87194	5.88228	5.48924	6.02642
Cre01.g032850	0.632144	3.73261	1.58581	0.660935	3.87056	1.55811	1.3633	6.10788
Cre01.g032900	3.88808	3.99518	3.68147	3.66732	4.53191	4.26131	4.84784	7.23699
Cre01.g032950	39.4011	33.1401	27.8343	43.7089	32.5251	29.4285	41.6955	40.2234
Cre01.g033000	2.26364	2.561	2.004	2.15037	2.63127	1.9502	2.28794	3.21637
Cre01.g033091	5.42917	5.20067	4.99751	5.76351	5.41646	5.58939	4.82595	6.4494
Cre01.g033150	17.4317	18.3399	19.3492	20.4493	22.8053	25.1578	20.0279	17.0114
Cre01.g033200	1.39588	1.39415	1.48461	1.20277	2.03876	1.54394	1.45125	2.05851
Cre01.g033250	8.61554	5.39286	5.01249	9.22989	6.99877	5.14227	7.82187	7.65266
Cre01.g033300	0.44171	5.39352	7.67418	0.517977	3.61723	6.4967	1.19081	2.67592
Cre01.g033350	15.2109	12.7974	12.9427	19.2437	13.1812	14.9832	17.5126	7.80805
Cre01.g033400	149.859	99.5109	147.375	160.026	105.661	153.806	151.133	60.1592
Cre01.g033450	1.5131	1.31625	0.611997	1.6074	1.38177	0.585352	1.07985	0.404623
Cre01.g033500	1.66194	1.53857	0.836355	1.9214	1.30994	0.761061	1.44966	0.502267
Cre01.g033516	2.40549	1.65741	2.26586	2.2528	1.56508	2.21869	2.67017	1.54566
Cre01.g033550	219.873	222.086	221.061	277.153	221.686	258.801	232.379	130.59
Cre01.g033700	3.61993	3.2005	3.80848	3.70208	3.598	4.4491	3.58316	2.98473
Cre01.g033750	0	0.00669718	0.0410537	0.0226457	0.0152353	0.0532503	0.0194607	0.0147126
Cre01.g033832	7.32246	4.34744	6.01017	6.004	4.21682	5.60356	6.28011	4.58239
Cre01.g033900	4.39625	3.11195	3.89604	3.83807	3.16122	2.75904	2.85658	3.74195
Cre01.g033950	1.55767	2.62164	3.60599	1.77331	3.19929	4.12738	1.40343	2.5979
Cre01.g034000	56.5925	46.7839	54.5383	61.3181	41.4796	57.6929	44.5847	24.7017
Cre01.g034050	14.1464	12.132	15.951	14.1319	12.9695	18.3368	15.4036	7.55101
Cre01.g034100	1.83058	2.33733	2.72645	1.7769	2.37278	2.48773	2.08154	1.94864
Cre01.g034150	7.61922	4.44635	3.65327	7.35873	4.81868	3.85862	7.50694	6.77237
Cre01.g034200	5.03415	9.54593	9.62212	6.28659	11.1759	9.06406	5.10417	10.0956
Cre01.g034250	6.981	18.9608	33.4154	6.86938	23.6207	39.4771	8.94804	13.9495
Cre01.g034300	1.21987	0.729362	1.31738	0.872487	0.815505	1.1711	1.05204	0.736419
Cre01.g034350	1.24382	2.57474	2.70491	2.76744	5.37029	4.29681	2.96053	5.92119
Cre01.g034380	3.17809	2.15021	2.8003	2.19318	2.22145	2.49185	2.95848	3.69036
Cre01.g034400	148.335	113.078	155.351	148.049	155.353	181.412	140.426	85.992
Cre01.g034451	29.8297	31.0124	32.0932	33.4154	33.1332	41.2966	27.5308	22.712
Cre01.g034500	1.1079	1.4595	1.03932	1.05679	1.39121	0.906286	0.666229	1.63154
Cre01.g034550	30.4189	43.9635	32.7423	26.8833	35.8443	28.8822	25.1791	39.4289
Cre01.g034600	4.65452	4.85954	3.587	4.65581	5.35779	3.80674	3.96413	5.34256
Cre01.g034650	1.53803	1.17	1.23699	1.61618	0.873366	1.17686	1.12455	0.786235
Cre01.g034700	1.17251	1.82327	1.35697	0.972154	2.07041	1.26986	1.08171	2.36404
Cre01.g034750	2.07167	1.55451	1.85454	2.00987	1.04939	1.50254	2.10617	0.911072
Cre01.g034800	19.0905	15.2809	9.91014	18.9728	15.4759	10.7815	13.6506	15.1063
Cre01.g034850	7.08983	11.9773	2.35533	35.7108	45.1107	2.40114	31.9903	45.4128
Cre01.g034900	0.55398	1.27642	2.19435	0.635602	1.45477	2.13516	0.458448	0.914574
Cre01.g034950	48.1275	32.3311	54.5992	50.6786	41.7409	57.7808	45.6137	30.0773
Cre01.g035000	29.2887	14.514	21.6315	24.6096	13.9452	17.3469	24.0513	12.533
Cre01.g035050	0.0306269	0.055728	0.0151861	0.11221	0.102838	0.0403783	0.091309	0.372774
Cre01.g035100	22.6373	19.8767	17.3333	31.224	22.3228	15.8923	30.9181	46.6717
Cre01.g035150	4.62405	3.83808	3.83275	4.35887	3.65435	3.74973	4.26057	3.32856
Cre01.g035200	0.99336	0.877634	0.817511	1.00363	0.995798	0.869396	1.24517	1.24647
Cre01.g035250	1.8036	1.91321	2.14329	1.42494	1.10963	1.85212	1.03165	1.35287
Cre01.g035300	0	0.0157539	0.0240533	0.0436006	0.0318574	0.0174758	0	0.0158764
Cre01.g035350	10.8224	16.8998	14.2917	13.492	21.5931	18.7151	13.9727	15.1785
Cre01.g035400	6.58359	13.7077	13.444	10.0165	19.5883	18.0674	11.7049	19.9832
Cre01.g035450	10.0237	17.5636	15.0197	20.9299	33.5994	22.0473	18.7853	29.9973
Cre01.g035500	2.37413	2.16647	2.07352	2.26627	2.37112	2.31466	2.38308	2.58446
Cre01.g035550	0.572656	0.853537	1.10082	0.423794	0.535088	0.841037	0.279675	0.50715
Cre01.g035600	0	0	0	0	0.0172757	0.0184723	0	0
Cre01.g035650	0.0287687	0.516711	2.54006	0.0318234	0.5607	2.97313	0.0355323	0.455701
Cre01.g035700	1.13592	1.84288	2.26301	1.65188	2.39891	2.28425	1.68961	2.66908
Cre01.g035750	5.06727	6.58847	5.58774	5.32845	7.32775	5.52621	6.84387	8.73059
Cre01.g035800	2.45384	3.76047	4.03759	2.6371	3.67559	4.01614	2.87184	3.56331
Cre01.g035850	10.2643	7.8721	7.48981	12.5273	8.62915	9.34691	10.2612	4.45546
Cre01.g035900	0.205113	0.293796	0.322854	0.168985	0.284846	0.344036	0.263793	0.261871
Cre01.g035950	4.30361	3.15448	3.84923	4.56038	4.15196	4.2025	6.82576	3.31732
Cre01.g036000	3.465	3.91771	3.57379	8.83796	7.80477	4.01185	13.0933	12.7583
Cre01.g036050	2.55077	2.10466	2.0371	2.09197	1.14859	1.697	1.15957	1.12556
Cre01.g036100	2.70268	2.75351	2.39559	2.14502	1.56901	1.88613	1.31666	1.17473
Cre01.g036150	5.02397	7.30768	5.37063	4.35749	7.31874	4.52497	4.781	9.03387
Cre01.g036200	13.2372	11.7813	11.5292	13.6695	12.9828	12.9263	13.134	12.7071
Cre01.g036250	5.6607	4.87508	2.43224	7.47604	5.99862	2.87157	7.11512	9.9623
Cre01.g036300	2.7439	2.27336	3.34906	2.55382	2.9265	3.33133	2.94846	3.00977
Cre01.g036350	0.740946	0.355192	0.227165	1.14053	0.637719	0.422154	0.898995	0.402639
Cre01.g036400	22.9262	19.5823	17.4873	20.7032	17.7131	18.0057	23.3523	15.1857
Cre01.g036451	5.67646	4.80037	4.59419	5.10207	3.97838	4.48267	4.24019	3.92667
Cre01.g036500	0.60506	0.675077	0.490812	0.546007	0.334235	0.4145	0.321625	0.451415
Cre01.g036550	25.6846	24.711	29.049	26.5908	20.1422	28.8071	26.3959	16.7718
Cre01.g036600	17.6212	8.27393	13.8047	15.9394	9.57225	12.5938	12.5283	6.90911
Cre01.g036650	0.417721	1.36685	1.35783	0.668163	1.61826	1.79299	1.38929	1.82176
Cre01.g036700	24.483	12.674	10.1286	26.0224	17.6026	9.91218	20.6204	14.2872
Cre01.g036750	9.81198	7.5657	9.8737	7.47604	6.22616	8.85239	10.6408	6.30394
Cre01.g036800	5.80285	7.69281	7.69399	5.40987	6.13377	6.70606	6.40726	7.68316
Cre01.g036850	14.3945	20.546	17.7387	23.654	29.1119	21.0861	21.3226	18.9568
Cre01.g036900	7.47317	6.10457	5.31443	7.98394	5.85497	4.48062	12.2712	6.56156
Cre01.g036950	22.042	1.45493	12.9519	20.8682	10.3759	26.8236	17.5319	0.794145
Cre01.g037000	7.26529	1.54125	2.22503	7.85188	3.8651	3.04591	6.88362	2.05829
Cre01.g037050	23.2977	10.0256	9.84265	27.5067	16.6796	13.3835	29.1767	12.6499
Cre01.g037100	3.75774	3.00729	4.94073	2.3985	1.48644	3.00011	1.66433	1.5124
Cre01.g037150	7.70345	7.1587	7.37877	8.00607	6.73464	7.89586	9.10214	7.7837
Cre01.g037200	31.9965	24.7527	37.1472	28.2321	29.1444	36.6789	42.0031	26.5235
Cre01.g037250	50.2579	33.0693	40.479	60.8385	42.578	45.4947	55.7304	53.0919
Cre01.g037300	0.131263	0.176948	0.0997807	0.104899	0.196257	0.168907	0.15273	0.23862
Cre01.g037350	3.34604	2.81243	3.29937	3.23477	2.63333	2.75801	3.99593	2.957
Cre01.g037400	8.01303	8.42177	8.64984	8.60205	7.02056	9.67785	7.19336	5.78539
Cre01.g037450	0	0	0	0	0	0	0	0
Cre01.g037500	0	0	0	0	0	0	0	0
Cre01.g037550	0.34667	0.375043	0.299061	0.236163	0.212391	0.272957	0.209327	0.334878
Cre01.g037600	0.0246627	0.0331192	0.0201086	0.0188076	0.0275227	0.0151881	0.01106	0.0249746
Cre01.g037650	0.474077	0.359056	0.395103	0.329718	0.363161	0.474198	0.280268	0.219508
Cre01.g037700	28.3608	11.185	13.6768	44.1846	19.8238	15.3509	88.7989	24.8461
Cre01.g037751	1.09485	0.852908	0.877655	0.882997	0.527396	0.743467	0.634036	0.565186
Cre01.g037800	56.4175	78.0258	76.7452	56.9109	63.87	71.8935	42.9023	52.1383
Cre01.g037850	153.456	122.801	195.701	132.13	121.056	180.16	220.324	169.123
Cre01.g037900	6.54709	6.09035	6.56816	6.26574	4.22442	6.79069	6.06111	4.31436
Cre01.g037950	2.36583	2.26071	2.60952	1.98918	2.5156	2.17061	2.80777	3.66885
Cre01.g038000	1.47135	1.18677	1.65871	1.35298	1.34674	1.50444	1.52146	1.32733
Cre01.g038050	6.88689	11.375	11.1231	7.18058	11.2259	10.7724	7.58272	10.3729
Cre01.g038100	46.3994	28.3556	27.2507	55.3537	33.6032	30.7516	56.288	33.2431
Cre01.g038151	3.07482	2.44951	2.4564	2.73999	1.52953	2.02854	1.58157	1.52116
Cre01.g038200	35.2694	28.6022	31.0777	34.3116	28.7793	27.3097	34.1789	29.6927
Cre01.g038250	82.4935	91.0948	98.4275	106.141	118.017	126.413	90.189	89.3795
Cre01.g038300	7.2393	8.6413	7.12665	8.08737	7.80857	6.62356	7.56354	6.53418
Cre01.g038350	0.324177	0.303081	0.232949	0.683892	0.425147	0.219277	0.50894	0.597766
Cre01.g038400	1119.56	768.943	816.383	1205.94	707.491	1008.77	913.679	268.616
Cre01.g038450	0.0384079	0.042898	0.0241855	0.0568713	0.0445135	0.0441523	0.0291028	0.0355799
Cre01.g038500	1.65404	1.42155	2.8863	1.46136	1.9025	2.57534	2.34228	1.77833
Cre01.g038550	16.7122	12.5323	15.6652	18.5437	14.0415	15.7921	17.456	7.7917
Cre01.g038600	222.045	130.958	159.463	281.394	166.024	191.155	418.779	91.5249
Cre01.g038650	35.8907	32.9716	29.4292	34.6284	28.0101	27.6171	32.3457	25.7659
Cre01.g038700	8.4194	7.40872	7.05946	8.7944	5.77531	6.16914	8.45212	6.12222
Cre01.g038750	10.5416	18.8298	9.57436	9.21244	14.4496	8.09443	8.75738	19.5344
Cre01.g038800	14.6136	13.3331	14.0542	12.1693	10.796	12.1151	14.6826	10.1242
Cre01.g038850	26.5772	20.6739	18.2081	27.0584	21.6192	23.2707	27.1679	16.6853
Cre01.g038900	0.535497	1.12205	3.36014	0.647954	0.670122	2.93009	0.58481	0.883362
Cre01.g038950	25.3421	26.5445	22.6956	27.6967	26.9382	24.4015	26.5268	24.9013
Cre01.g039000	0.00959751	0.00823992	0	0.00623247	0.0113109	0.0133341	0.00972412	0.0122622
Cre01.g039050	0.530098	0.718713	0.347351	0.575458	0.782705	0.383216	0.735112	1.07597
Cre01.g039150	43.121	31.6559	30.3097	41.9771	32.0828	31.1499	44.3224	27.2542
Cre01.g039200	32.9293	51.3952	36.9954	32.7381	45.0286	33.8478	24.4942	44.7535
Cre01.g039250	1391.76	844.64	944.139	1457.36	842.887	933.427	1358.55	1029.33
Cre01.g039300	783.653	465.922	491.183	895.614	533.793	521.193	705.816	570.393
Cre01.g039350	11.658	12.9119	13.0446	22.0153	22.0347	14.3239	22.7613	16.2649
Cre01.g039400	9.96708	9.95805	9.79875	11.3229	11.3487	11.9926	10.4421	8.70311
Cre01.g039450	0.00443495	0.0458427	0.00740715	0.58978	4.02143	0	0.211015	2.14097
Cre01.g039500	1.68731	3.81099	1.29099	1.74415	3.95241	1.01323	1.14896	3.90236
Cre01.g039550	0.657498	0.712635	0.697503	0.569103	0.348922	0.588912	0.336866	0.352248
Cre01.g039600	0.501665	0.388238	0.412714	0.424685	0.289532	0.444042	0.314695	0.273858
Cre01.g039650	0	0	0	0	0.0275506	0	0	0.0271875
Cre01.g039702	2.56863	1.3167	2.06996	2.38332	1.19885	1.72572	3.68002	2.19847
Cre01.g039750	18.5097	13.2098	13.0637	15.9659	13.1329	11.193	20.8393	14.3055
Cre01.g039800	1.51213	2.18922	1.85073	1.43758	2.07193	2.04235	1.51617	2.93437
Cre01.g039850	1.78813	1.82818	1.80755	2.40857	2.22716	1.38514	3.56325	5.5963
Cre01.g039900	4.15889	2.69406	4.38657	3.17983	2.90884	4.52244	3.04535	2.75087
Cre01.g039950	4.62428	4.09734	4.35266	4.42262	5.17755	4.53663	5.11181	4.6915
Cre01.g040000	2085.13	1134.51	1233.72	2173.14	1192.15	1266.29	2006.06	1379.7
Cre01.g040050	3.32128	1.75579	2.0787	2.48251	1.77223	1.82948	3.38464	2.58796
Cre01.g040100	2.839	2.3502	2.83084	2.62088	2.87327	2.7996	2.9279	2.99826
