gene_id,gene_symbol
Cre16.g681578,APC8
Cre16.g681700,NUOS4B
Cre16.g681750,FAP381
Cre16.g681900,SECY1
Cre16.g682300,RPS26
Cre16.g682369,CTP1
Cre16.g682587,CMC2
Cre16.g682725,GSTS2
Cre16.g682900,CLPR2
Cre16.g682950,RAD9
Cre16.g683050,RNJ1
Cre16.g683371,ODC2
Cre16.g683450,AGP2
Cre16.g683483,REX1B
Cre16.g683495,REX1S
Cre16.g683595,CAX4
Cre16.g683750,CGL67
Cre16.g683950,SRP1
Cre16.g684043,ALDH24
Cre16.g684600,SEC5
Cre16.g684950,MRPL63
Cre16.g685050,LCI15
Cre16.g685217,NUP58
Cre16.g685277,AP2M2
Cre16.g685450,DHC8
Cre16.g685550,OASTL4
Cre16.g685573,FAP214
Cre16.g685650,GLR1
Cre16.g685900,PRMT3
Cre16.g686200,TSPSP2
Cre16.g686750,PTA3
Cre16.g686800,PTA2
Cre16.g686850,PTA4
Cre16.g686950,CTF18
Cre16.g687000,FPN1
Cre16.g687182,POB10
Cre16.g687294,FTRV1
Cre16.g687300,CPLD61
Cre16.g687350,ACX3
Cre16.g687406,POB20
Cre16.g687450,CPLD54
Cre16.g687500,ARP2
Cre16.g687550,CGL99
Cre16.g687900,LHCA7
Cre16.g687950,ETFA1
Cre16.g687966,FAP5
Cre16.g688450,FBB18
Cre16.g688550,GSTS1
Cre16.g688600,XPG4
Cre16.g688650,MOT43
Cre16.g688900,AMC1
Cre16.g688901,CYG56
Cre16.g689050,ACX1
Cre16.g689087,RTN1
Cre16.g689150,SQD3
Cre16.g689600,MIA2
Cre16.g689647,AGO3
Cre16.g689650,ATG8
Cre16.g689700,HPR5
Cre16.g689871,TSI1
Cre16.g690000,HPAT2
Cre16.g690050,HCS2
Cre16.g690100,FAP213
Cre16.g690150,ALG6
Cre16.g690200,OXA3
Cre16.g690450,FAP266
Cre16.g690500,NHP2
Cre16.g690879,FAP173
Cre16.g691000,EFP1
Cre16.g691440,FAP43
Cre16.g691552,NDA1
Cre16.g691800,FLVB1
Cre16.g691850,COX90
Cre16.g692050,SYP3
Cre16.g692200,MMP6
Cre16.g692228,MARS1
Cre16.g692550,MSH4
Cre16.g692600,SENP1
Cre16.g692650,CGL4
Cre16.g692751,PDI3
Cre16.g692902,AHI1
Cre16.g693202,SIR1
Cre16.g693204,FAP348
Cre16.g693500,FAP40
Cre16.g693600,FAP137
Cre16.g693601,ISG2
Cre16.g693700,UBC9
Cre16.g693950,GOX20
Cre16.g694200,MMP15
Cre16.g694400,TGD2
Cre16.g694703,CGL57
Cre16.g694850,NAGS1
Cre16.g695050,ECH3
Cre16.g695450,UAF4
Cre16.g695500,MOTR2B
Cre16.g695950,MFL1
Cre16.g801917,QCR6
Cre17.g696400,CLPS1
Cre17.g696500,PHC19
Cre17.g696550,MRPS8
Cre17.g696600,FMR1
Cre17.g696700,PHC22
Cre17.g696850,POB16
Cre17.g697934,ATP23
Cre17.g697950,AAA3
Cre17.g698000,ATP2
Cre17.g698100,DESI3
Cre17.g698150,CYCR4
Cre17.g698200,MMS21
Cre17.g698365,FAP172
Cre17.g698400,LCI31
Cre17.g698650,GGT1
Cre17.g698750,RAA12
Cre17.g698850,ISA2
Cre17.g699000,PAT1
Cre17.g699100,TAGL1
Cre17.g699500,TTLL9
Cre17.g700300,CGL22
Cre17.g700450,GFY1
Cre17.g700650,GFY2
Cre17.g700750,GFY3
Cre17.g700950,FDX5
Cre17.g701200,RPL14
Cre17.g701250,FAP59
Cre17.g701500,DNJ1
Cre17.g701650,RPL27
Cre17.g701700,FAB2
Cre17.g702150,CCS5
Cre17.g702500,TAB2
Cre17.g702850,CAV5
Cre17.g702900,GFY4
Cre17.g702950,GFY5
Cre17.g703176,MSD5
Cre17.g703600,OFD1
Cre17.g703700,SCLB1
Cre17.g703800,DUR3C
Cre17.g703850,DCC1
Cre17.g703900,IFT172
Cre17.g704300,FAP47
Cre17.g704350,GLOD4
Cre17.g704550,HRF1
Cre17.g705000,FAP223
Cre17.g705050,LIC1
Cre17.g705400,POA1
Cre17.g705450,LCI26
Cre17.g705700,PROB1
Cre17.g705850,PROB2
Cre17.g706300,XPD1
Cre17.g706450,LIC3
Cre17.g706650,VPS22
Cre17.g706900,CNG3
Cre17.g707050,UAF5
Cre17.g707200,LIC2
Cre17.g707300,PGA3
Cre17.g707500,TOC159
Cre17.g707650,SNRK2L
Cre17.g707700,NRAMP1
Cre17.g707800,SNRK2J
Cre17.g707950,HEP2
Cre17.g708000,FAP260
Cre17.g708150,HTR26
Cre17.g708200,HFO26
Cre17.g708300,RPN12
Cre17.g708450,MMP33
Cre17.g708550,HTA27
Cre17.g708600,HTB27
Cre17.g708650,HFO27
Cre17.g708700,HTR27
Cre17.g708750,NSG1
Cre17.g708800,GSH2
Cre17.g709050,HTR28
Cre17.g709100,HFO28
Cre17.g709150,HTB28
Cre17.g709200,HTA28
Cre17.g709350,SYP5
Cre17.g709850,ACK2
Cre17.g710150,RPT4
Cre17.g710200,IAD1
Cre17.g710300,PHC31
Cre17.g710400,HTA29
Cre17.g710450,HTB29
Cre17.g710500,HTR29
Cre17.g710550,HFO29
Cre17.g710800,NFU3
Cre17.g711150,FAD2
Cre17.g711450,SYP8
Cre17.g711550,CYCR2
Cre17.g711650,NUDC1
Cre17.g711700,HTA30
Cre17.g711750,HTB30
Cre17.g711800,HFO30
Cre17.g711850,HTR30
Cre17.g712000,SRS11
Cre17.g712100,MDAR1
Cre17.g712350,CPLD6
Cre17.g712400,TERC1
Cre17.g713200,OMT2
Cre17.g713350,OMT1
Cre17.g713400,HTA31
Cre17.g713450,HTB31
Cre17.g713500,HFO31
Cre17.g713550,HTR31
Cre17.g713650,MSH5
Cre17.g713700,IAD2
Cre17.g713850,SAT2
Cre17.g713900,LST8
Cre17.g713950,HTR32
Cre17.g714000,HFO32
Cre17.g714050,HTB32
Cre17.g714100,HTA32
Cre17.g714150,KUP1
Cre17.g714200,KUP2
Cre17.g714250,DLX2
Cre17.g714450,KUP3
Cre17.g714500,HTA33
Cre17.g714550,HTB33
Cre17.g714600,HFO33
Cre17.g714650,HTR33
Cre17.g714800,ISG6
Cre17.g714900,CGL11
Cre17.g715000,HSP33
Cre17.g715050,RAB28
Cre17.g715250,BCC1
Cre17.g715300,PKD2
Cre17.g715700,VTC3
Cre17.g715750,SEC13
Cre17.g716101,POLL1
Cre17.g716450,KATL3
Cre17.g716800,XUV7
Cre17.g717150,FAP263
Cre17.g717350,TRI1
Cre17.g717800,NUP93
Cre17.g717850,PHC8
Cre17.g717900,PHC1
Cre17.g717950,PHC6
Cre17.g718000,PHC7
Cre17.g718350,SRP2
Cre17.g718450,MMP2
Cre17.g718500,MMP1
Cre17.g718750,FAP309
Cre17.g718850,RFA1
Cre17.g718900,FAP88
Cre17.g718950,RCA2
Cre17.g719000,UAP56
Cre17.g719100,ZYS1B
Cre17.g719200,ZYS1A
Cre17.g719600,FAP338
Cre17.g719900,PWD1
Cre17.g720000,CCT9
Cre17.g720050,FTSH2
Cre17.g720250,LHCB4
Cre17.g720350,MINE1
Cre17.g720400,HMA1
Cre17.g720600,CAV1
Cre17.g720750,TRF4
Cre17.g721000,ABCA5
Cre17.g721250,IFT38
Cre17.g721300,ASA5
Cre17.g721500,GBSS1A
Cre17.g721700,CPLD44
Cre17.g721850,SSA16
Cre17.g721900,COG5
Cre17.g722100,SSA3
Cre17.g722150,PKS3
Cre17.g722200,MRPL11
Cre17.g722250,RRM14
Cre17.g722350,RABL2
Cre17.g722400,MOT25
Cre17.g722750,CTAP4
Cre17.g722800,MPPA1
Cre17.g723150,ERO1
Cre17.g723200,FAP372
Cre17.g723250,CPE1
Cre17.g723350,SULTR2
Cre17.g723450,FAP13
Cre17.g723550,CPLD4
Cre17.g723600,IFT81
Cre17.g723650,KAT1
Cre17.g723900,FAP131
Cre17.g723950,FAP397
Cre17.g724300,PSAK1
Cre17.g724350,POA5
Cre17.g724400,FAP257
Cre17.g724450,RAA10
Cre17.g724550,DIP13
Cre17.g725350,GLC2B
Cre17.g725400,NUOC1
Cre17.g725550,GLD1
Cre17.g726000,PAP3
Cre17.g726250,ATP12
Cre17.g726300,MRPS14
Cre17.g726500,ORC4
Cre17.g726650,CGL96
Cre17.g726750,DHAPS1
Cre17.g727100,TIC56
Cre17.g727300,NFO2
Cre17.g727350,MRPL23
Cre17.g727650,ATM2
Cre17.g727950,RPN2
Cre17.g728150,YKT6
Cre17.g728300,FAP226
Cre17.g728650,FAP196
Cre17.g728800,IDH1
Cre17.g728850,RAA15
Cre17.g728864,OPR105
Cre17.g728900,TAL3
Cre17.g728950,RFD2
Cre17.g729250,UPF2
Cre17.g729700,CGL133
Cre17.g729800,ALB3B
Cre17.g729850,FAP227
Cre17.g729950,SRX2
Cre17.g730100,RSEP1
Cre17.g730200,PEX7
Cre17.g730250,PIT1
Cre17.g730950,FLA10
Cre17.g731100,CPL14
Cre17.g731250,MRPS15
Cre17.g731500,FAP394
Cre17.g731750,CYP740A1
Cre17.g731950,ATP9B
Cre17.g732000,ATP9A
Cre17.g732050,AGE3
Cre17.g732100,SSA4
Cre17.g732150,FAP130
Cre17.g732300,GAL1
Cre17.g732350,GOX4
Cre17.g732600,GOX5
Cre17.g732700,CUTC1
Cre17.g732850,SCO1
Cre17.g733150,HKR78
Cre17.g733250,FKB16D
Cre17.g733650,BIO3
Cre17.g733950,CGL152
Cre17.g734400,CUL2
Cre17.g734450,PRPL19
Cre17.g734500,ATPVE1
Cre17.g734516,RPN9
Cre17.g734548,PPD2
Cre17.g734564,MTHI1
Cre17.g734644,SQE1
Cre17.g735200,KIN1B
Cre17.g735350,FAP164
Cre17.g735400,VPS2B
Cre17.g736150,POL1C
Cre17.g736400,SCC3
Cre17.g737100,FAP127
Cre17.g737250,EFG5
Cre17.g738000,AGG2
Cre17.g738050,AGG4
Cre17.g738300,RPLP1
Cre17.g738350,LPAAT2
Cre17.g739201,FAP293
Cre17.g739250,FAP402
Cre17.g739450,DRT1
Cre17.g739550,CPLD12
Cre17.g739752,FTSHI1
Cre17.g739850,LRRC6
Cre17.g740261,FAP365
Cre17.g740510,CDC27
Cre17.g740600,MOT50
Cre17.g740700,FAP336
Cre17.g740950,LHL4
Cre17.g741050,COV1
Cre17.g741200,EBP1
Cre17.g741250,PHR6
Cre17.g741300,SAK1
Cre17.g741350,KIN7D
Cre17.g741450,CPN60B1
Cre17.g741850,HNR1
Cre17.g741950,BBS1
Cre17.g742000,MOT8
Cre17.g742250,CDKG2
Cre17.g742300,FAP179
Cre17.g742700,CGLD30
Cre17.g743597,MRPS107
Cre17.g743897,PRX7
Cre17.g744847,SEC6
Cre17.g746347,UNG1
Cre17.g746647,PUF2
Cre17.g746697,FAP249
Cre17.g746997,ADH1
Cre17.g747247,FAP2
Cre17.g747297,FAP37
Cre17.g747697,MRPS33
Cre18.g748397,CGL143
Cre18.g748447,NFU1
Cre18.g749447,AHD1
Cre18.g749797,FAP281
Cre18.g749847,DLD1
Cre18.g749947,FAP21
Cre18.g750047,FMG1A
Cre19.g750497,NCL36
Cre19.g750547,NDA2
Cre19.g750597,CDPK2
Cre19.g750697,NCL37
Cre19.g750747,NCL38
Cre24.g755097,RTA3
Cre24.g755197,RBD3
Cre24.g755297,MRPS10
Cre24.g755347,MUT6
Cre24.g755997,PHC18
Cre48.g761197,PRPL3
