gene_id,gene_symbol
Cre07.g354400,CYP743B2
Cre07.g354450,CYP743B3
Cre07.g354500,HSF2
Cre07.g354551,FAP65
Cre07.g355100,ZIP1
Cre07.g355150,ZRT5
Cre07.g355200,ORC5
Cre07.g355250,WEE1
Cre07.g355400,CDKH1
Cre07.g355466,AGE2
Cre07.g355600,NTR3
Cre07.g355650,AMT1F
Cre07.g356250,CYP741A1
Cre07.g356350,DXS1
Cre07.g356400,POC7
Cre07.g356800,OPR33
Cre07.g357150,CYP24
Cre07.g357200,UGD1
Cre07.g357350,GLB1
Cre07.g357800,CCDA1
Cre07.g357850,RPL22
Cre08.g358250,MCA1
Cre08.g358350,TDA1
Cre08.g358525,GPX2
Cre08.g358526,AAA1
Cre08.g358528,FAP157
Cre08.g358530,MDE1
Cre08.g358556,RPS29
Cre08.g358562,CPN20
Cre08.g358564,FAP344
Cre08.g358580,CMP1
Cre08.g358616,FAP398
Cre08.g358751,ZMY10
Cre08.g358850,FAP386
Cre08.g359100,TRM11
Cre08.g359300,PHO1
Cre08.g359350,BC1
Cre08.g359700,LAS1
Cre08.g359750,RPS9
Cre08.g359850,FBB11
Cre08.g360050,DUR1
Cre08.g360100,DUR2
Cre08.g360200,DUR3A
Cre08.g360250,DUR3B
Cre08.g360350,ADI1
Cre08.g360550,NIRK1
Cre08.g360900,RPS15
Cre08.g361050,CNX3
Cre08.g361200,ODA10
Cre08.g361500,MRPS26
Cre08.g361800,RPC31
Cre08.g361950,FAP153
Cre08.g362000,FAP72
Cre08.g362050,FAP49
Cre08.g362100,FAP154
Cre08.g362150,FAP361
Cre08.g362450,AMA2
Cre08.g362550,VPS37
Cre08.g362650,IFT140
Cre08.g363837,POLG1X
Cre08.g364000,FAP413
Cre08.g364300,FAP29
Cre08.g364950,FAP317
Cre08.g365100,FAP242
Cre08.g365103,FAP319
Cre08.g365150,FAP320
Cre08.g365200,FAP321
Cre08.g365205,FAP322
Cre08.g365300,FAP359
Cre08.g365400,PRPL31
Cre08.g365600,THI1
Cre08.g365692,SIR2
Cre08.g365900,LHCSR1
Cre08.g366000,FAX2
Cre08.g366400,RAD23
Cre08.g367200,VPS52
Cre08.g367250,FAP176
Cre08.g367400,LHCSR3B
Cre08.g367500,LHCSR3A
Cre08.g367550,FAP291
Cre08.g367600,OASTL1
Cre08.g367650,MUT11
Cre08.g367950,FAP323
Cre08.g368400,NTR1
Cre08.g368900,TSA2
Cre08.g368950,DHQS1
Cre08.g369250,FAP400
Cre08.g369300,PFH16
Cre08.g369800,DHS2
Cre08.g370401,CYCB1
Cre08.g370450,MGE1
Cre08.g370650,PGL2
Cre08.g370850,RCE1
Cre08.g371400,CPL16
Cre08.g371450,COPZ1
Cre08.g371650,TATB1
Cre08.g371957,RAPTOR1
Cre08.g372000,BAF3
Cre08.g372100,HSP70A
Cre08.g372350,FAP188
Cre08.g372400,UBC19
Cre08.g372450,PSBQ1
Cre08.g372550,CDKB1
Cre08.g372900,VFL1
Cre08.g372950,IDS1
Cre08.g373050,BCC3
Cre08.g373100,CYP97C3
Cre08.g373200,FXL7
Cre08.g373250,POA2
Cre08.g373450,SBE4
Cre08.g373878,RAA13
Cre08.g374050,POLD2
Cre08.g374250,SAG1
Cre08.g374300,CGL115
Cre08.g374550,FDX12
Cre08.g374650,DII3
Cre08.g374700,FAP244
Cre08.g375050,FAP86
Cre08.g375250,MRPS19
Cre08.g375400,GSM1
Cre08.g375500,ATF1
Cre08.g375650,CNS1
Cre08.g375900,EIF2X
Cre08.g376150,CGL150
Cre08.g376350,ASF1
Cre08.g376450,CPLD36
Cre08.g376550,LC7A
Cre08.g376700,MRCE1
Cre08.g376800,MIF2
Cre08.g376950,MMP14
Cre08.g377300,DGTT6
Cre08.g377350,FAP180
Cre08.g377600,ATG14
Cre08.g378050,NUOP5
Cre08.g378150,GLD2
Cre08.g378550,NUOP4
Cre08.g378650,CGl131
Cre08.g378750,CTAP7
Cre08.g378850,RPPK1
Cre08.g378900,NUO3
Cre08.g379200,CPLD18
Cre08.g379550,PHT4D
Cre08.g379650,TIC20
Cre08.g379700,PHM1
Cre08.g379750,TMEM216
Cre08.g380201,SHKD1
Cre08.g380250,CP12
Cre08.g380300,MSRA3
Cre08.g380400,MAD2
Cre08.g381450,OPR35
Cre08.g381702,ALDH5
Cre08.g381950,YAK1
Cre08.g382300,CCB4
Cre08.g382350,EZY14
Cre08.g382500,RPS25
Cre08.g382545,CNX7
Cre08.g382650,UBQ4
Cre08.g382700,UBQ3
Cre08.g382800,CDPK13
Cre08.g382850,ISD11
Cre08.g383101,FAP324
Cre08.g383650,NUP85
Cre08.g383702,UBC38
Cre08.g384000,CYP771A1
Cre08.g384250,SNRK2O
Cre08.g384390,POLQ2
Cre08.g384650,ELIP7
Cre08.g384700,DMA3
Cre08.g384750,AMA3
Cre08.g384900,FAP356
Cre08.g385500,AMA1
Cre08.g385700,SNAPG1
Cre08.g385750,CHK1
Cre08.g385850,CDKC1
Cre08.g385900,BOLA3
Cre08.g386100,CYP744A5P
Cre08.g800896,DRC1
Cre09.g386200,OPR36
Cre09.g386400,UBA1
Cre09.g386650,ANT1
Cre09.g386700,KIN13A
Cre09.g386735,DLA1
Cre09.g386736,FAP44
Cre09.g386750,HSP90A
Cre09.g386758,ALS1
Cre09.g386900,RAB18A
Cre09.g386912,DGTT2
Cre09.g387000,CGL34
Cre09.g387050,FRK1
Cre09.g387100,PTST1
Cre09.g387150,HSF1
Cre09.g387171,RHM1
Cre09.g387245,STT3A
Cre09.g387400,POLZ1
Cre09.g387450,OPR37
Cre09.g387500,OPR38
Cre09.g387550,CGL142
Cre09.g387689,FAP76
Cre09.g387726,AST1
Cre09.g387800,FER1
Cre09.g387850,RWP13
Cre09.g387912,FAP139
Cre09.g388000,CDKD1
Cre09.g388060,VDR1
Cre09.g388150,MRPL36
Cre09.g388200,RPL10
Cre09.g388282,MRPS18
Cre09.g388350,MMP11
Cre09.g388351,PHC32
Cre09.g388353,PHC34
Cre09.g388355,PHC33
Cre09.g388356,TBC2
Cre09.g388372,RAT2
Cre09.g388400,RAT1
Cre09.g388550,MRPL21
Cre09.g388750,TEF21
Cre09.g388800,GDH1
Cre09.g388850,FAP329
Cre09.g389089,NOFNIR1
Cre09.g389100,GOT1
Cre09.g389150,FAP93
Cre09.g389250,AOF1
Cre09.g389282,FAP114
Cre09.g389300,ODA7B
Cre09.g389430,TSF3
Cre09.g389467,OPR8
Cre09.g389541,OPR9
Cre09.g389615,MAC1
Cre09.g389689,ASD1
Cre09.g389950,OAT1
Cre09.g390023,CRR1
Cre09.g390050,MOCOCP1
Cre09.g390060,RAA4
Cre09.g390450,POB15
Cre09.g390467,CGL66
Cre09.g390578,FAP11
Cre09.g390615,LIP1
Cre09.g390700,POB1
Cre09.g390763,FAP354
Cre09.g390949,FAP140
Cre09.g390986,TSD1
Cre09.g391097,RPL24
Cre09.g391208,PSRP4
Cre09.g391245,ATG1
Cre09.g391282,XYT1
Cre09.g391450,HCP1
Cre09.g391500,ATG9
Cre09.g391650,HCP4
Cre09.g391801,VSP4
Cre09.g391900,TRXH1
Cre09.g392060,ZIP4
Cre09.g392245,DPM3
Cre09.g392282,DHC2
Cre09.g392319,VSP6
Cre09.g392350,CGLD37
Cre09.g392400,SEC24C
Cre09.g392467,ATX1
Cre09.g392579,MRPL115
Cre09.g392650,MOT39
Cre09.g392692,MAGOH1
Cre09.g392700,CGL39
Cre09.g392800,POB24
Cre09.g392867,FMG1B
Cre09.g393150,FOX1
Cre09.g393173,ELIP8
Cre09.g393200,HSP70C
Cre09.g393358,VIG1
Cre09.g393400,VTE4
Cre09.g393450,FAP233
Cre09.g393506,HCP3
Cre09.g393543,HCP2
Cre09.g393700,MMP3
Cre09.g393950,FTSHI3
Cre09.g393954,FAP106
Cre09.g394050,CPLD19
Cre09.g394065,FAP414
Cre09.g394100,AP1S1
Cre09.g394150,RAA1
Cre09.g394200,FAP102
Cre09.g394213,DLT4
Cre09.g394251,PF16
Cre09.g394325,ELIP9
Cre09.g394350,NUP155
Cre09.g394473,LCI9
Cre09.g394550,RPPK2
Cre09.g394658,LCI28
Cre09.g394732,CEP131
Cre09.g394750,PRPS1
Cre09.g394850,TEF24
Cre09.g395250,FAP36
Cre09.g395350,ASA9
Cre09.g395500,HTR2A
Cre09.g395769,FAP177
Cre09.g395880,OPR11
Cre09.g395950,AOX1
Cre09.g396000,NRT2C
Cre09.g396100,PHC15
Cre09.g396213,PSBO1
Cre09.g396250,VTE5
Cre09.g396252,GSR2
Cre09.g396300,PPX1
Cre09.g396363,PAM18
Cre09.g396400,UBQ2
Cre09.g396401,UPM1
Cre09.g396451,GOX15
Cre09.g396512,OPR12
Cre09.g396600,HYDA2
Cre09.g396650,PAT2
Cre09.g396661,DIV39
Cre09.g396700,ACK1
Cre09.g396950,PHT4I
Cre09.g397142,ADF1
Cre09.g397179,OPR13
Cre09.g397200,CCT6
Cre09.g397250,FAD5A
Cre09.g397350,XPD3
Cre09.g397512,HSPBP1
Cre09.g397697,RPL4
Cre09.g397771,OPR117
Cre09.g397993,FAP201
Cre09.g398067,FKB62
Cre09.g398150,EYA1
Cre09.g398215,MIF3
Cre09.g398289,LPAAT1
Cre09.g398700,CPLD27
Cre09.g398882,DLI1
Cre09.g398900,CWP1
Cre09.g399100,OPR42
Cre09.g399141,PHT4B
Cre09.g399178,CSN5
Cre09.g399215,FAP341
Cre09.g399300,FKB17A
Cre09.g399400,FAP199
Cre09.g399552,LCR1
Cre09.g399663,FXL4
Cre09.g399911,CDC20
Cre09.g399914,SSA8
Cre09.g400367,RCL1
Cre09.g400478,DIV31
Cre09.g400553,TOR1
Cre09.g400650,RPS6
Cre09.g400750,AMT1E
Cre09.g400775,ISCA1
Cre09.g400923,FAP28
Cre09.g401022,UXE1
Cre09.g401150,NUOFAF2
Cre09.g401182,CGL153
Cre09.g401293,SULTR3
Cre09.g401923,POB6
Cre09.g402034,UBA4
Cre09.g402219,LCI3
Cre09.g402300,ASA8
Cre09.g402500,ATPVA2
Cre09.g402515,AMX1
Cre09.g402552,NUO11
Cre09.g402750,COG2
Cre09.g402775,VTC4
Cre09.g402950,CGL21
Cre09.g403000,PAP9
Cre09.g403050,LSF2
Cre09.g403182,SPT6
Cre09.g403200,FAP198
Cre09.g403219,RPB5
Cre09.g403800,DHC14
Cre09.g403900,FAP294
Cre09.g404000,CPLD59
Cre09.g404201,PHC30
Cre09.g404350,XPO4
Cre09.g404500,SFI1
Cre09.g405050,ATPVD2
Cre09.g405200,MRPL13
Cre09.g405500,MLDP1
Cre09.g405550,TIM21
Cre09.g405600,SFT1
Cre09.g405750,CAH8
Cre09.g405850,NUO7
Cre09.g406000,BPL1
Cre09.g406050,PYR7
Cre09.g406200,PRORS1
Cre09.g406400,CTP3
Cre09.g406550,RPP40
Cre09.g406800,SPC18
Cre09.g407050,MMP24
Cre09.g407100,MRPS5
Cre09.g407250,FAP270
Cre09.g407750,CGL130
Cre09.g407801,AKC1
Cre09.g407900,RRM8
Cre09.g408000,POB22
Cre09.g408200,SRS4
Cre09.g408250,EEF1A2
Cre09.g408350,DESI5
Cre09.g408550,SAE1
Cre09.g409100,UROS1
Cre09.g409150,QCR10
Cre09.g409350,RLI1
Cre09.g409500,RPP25
Cre09.g409600,FAP411
Cre09.g409750,CAX2
Cre09.g410450,ROC15
Cre09.g410500,PAP11
Cre09.g410650,HIS1
Cre09.g410700,MDH5
Cre09.g410750,NII1
Cre09.g410800,NRT2B
Cre09.g410850,NRT2A
Cre09.g410900,NAR2
Cre09.g410950,NIA1
Cre09.g411100,RPS10
Cre09.g411200,PSB33
Cre09.g411450,PF13
Cre09.g411900,SHMT3
Cre09.g412100,PSAF1
Cre09.g412150,PPR11
Cre09.g412300,PAM16
Cre09.g412450,RAD21
Cre09.g412803,CGL88
Cre09.g412880,HSP70F
Cre09.g414050,RVB1
Cre09.g414200,VPS26
Cre09.g414250,ALG8
Cre09.g414416,CYCD4
Cre09.g415200,NOM1
Cre09.g415450,KIN17A
Cre09.g415500,TCA1
Cre09.g415550,ASA2
Cre09.g415650,FAP351
Cre09.g415700,CAH3
Cre09.g415850,CAG3
Cre09.g415900,MOT20
Cre09.g415950,MRPL6
Cre09.g416000,PRP3
Cre09.g416050,AGS1
Cre09.g416150,ASA7
Cre09.g416200,MBB1
Cre09.g416250,MYO2
Cre09.g416500,CGL151
Cre09.g416550,MBO2
Cre09.g416750,CCT2
Cre09.g416850,POB32
Cre09.g417100,MRPL87
Cre09.g417150,CAT1
Cre09.g801078,NAR1A
Cre10.g417500,CYN20E
Cre10.g417550,CLPT3
Cre10.g417700,RPL3
Cre10.g418100,POA3
Cre10.g418150,FAP178
Cre10.g418250,BLD10
Cre10.g418700,DMA4
Cre10.g418950,KIN10B
Cre10.g419050,ATP1B
Cre10.g419700,CGL6
Cre10.g419750,RPB3
Cre10.g419800,PIS1
Cre10.g420350,PSAE1
Cre10.g420550,CTPA1
Cre10.g420700,ATP15
Cre10.g420750,RPL30
Cre10.g420800,FAP46
Cre10.g421250,EXO70
Cre10.g421350,MMP25
Cre10.g421600,TST2
Cre10.g421700,GPD4
Cre10.g421750,FAX1
Cre10.g421950,TEF26
Cre10.g422201,CTP4
Cre10.g422300,PRX6
Cre10.g422450,PGSIP6
Cre10.g422600,NUO6
Cre10.g422750,MOT10
Cre10.g423250,MDH2
Cre10.g423450,COAC1
Cre10.g423500,HMOX1
Cre10.g423650,PRPL11
Cre10.g423750,COQ3
Cre10.g423800,KU80
Cre10.g424150,TF2A4
Cre10.g424200,POLE2
Cre10.g424250,FAP90
Cre10.g424300,KIN16A
Cre10.g424400,PBB1
Cre10.g424450,TOM40
Cre10.g424750,PPD1
Cre10.g424775,CTP2
Cre10.g424850,PRP31
Cre10.g425050,ROC59
Cre10.g425700,NUP107
Cre10.g425800,ORN1
Cre10.g425900,LHCA5
Cre10.g426000,URM1
Cre10.g426152,MGL1
Cre10.g426200,OPR44
Cre10.g426292,PYK6
Cre10.g426600,CYP739A6
Cre10.g426700,CYP739A4
Cre10.g426750,CYP739A5
Cre10.g426950,CYP739A3
Cre10.g427000,MOC2
Cre10.g427050,INDH1
Cre10.g427250,PRO1
Cre10.g427300,RSP2
Cre10.g427350,CYP39A2
Cre10.g427500,CYP739A1
Cre10.g427600,KTNA1
Cre10.g427750,KIN9C
Cre10.g428350,MRPL40
Cre10.g428500,PFH2
Cre10.g428664,DIC6
Cre10.g428678,MNMG1
Cre10.g428850,DLT1
Cre10.g428900,CGL72
Cre10.g429000,UBC39
Cre10.g429050,XPG2
Cre10.g429150,PRT1
Cre10.g429400,MCG1
Cre10.g429550,MRPS16
Cre10.g429750,FAP417
Cre10.g429800,COQ8
Cre10.g429880,CGL156
Cre10.g430050,UBC20
Cre10.g430150,LPA1
Cre10.g430200,ARS3
Cre10.g430350,POB23
Cre10.g430400,RPL37
Cre10.g430700,FAP308
Cre10.g430950,RAD54B
Cre10.g431100,OPR126
Cre10.g431150,FAP256
Cre10.g431800,ARS5
Cre10.g432000,DDB1
Cre10.g432050,FAP284
Cre10.g432200,MRPS1
Cre10.g432400,OPR46
Cre10.g432600,ARS18
Cre10.g432700,SMP10
Cre10.g432800,RPSA1
Cre10.g432850,FAP77
Cre10.g433000,TSG2
Cre10.g433100,OBGE1
Cre10.g433550,LIG4
Cre10.g433750,PAP1
Cre10.g434250,TIM23
Cre10.g434350,CTR2
Cre10.g434400,PF6
Cre10.g434450,NUOA9
Cre10.g434600,FAP148
Cre10.g434650,CTR3
Cre10.g434750,AAI1
Cre10.g435250,NIC13
Cre10.g435300,AAP1
Cre10.g435350,ESU1
Cre10.g435450,CPL2
Cre10.g435500,EFT2
Cre10.g435550,DOH1
Cre10.g435600,TMEM17
Cre10.g435800,CSP41B
Cre10.g435850,CPLD24
Cre10.g435950,OPR47
Cre10.g436000,POC2
Cre10.g436050,FSD1
Cre10.g436100,MLK1
Cre10.g436150,COAE1
Cre10.g436350,SHKF1
Cre10.g436550,EPYC1
Cre10.g436600,RSGA1
Cre10.g436900,TAM41
Cre10.g437050,ATP11
Cre10.g437150,PPR6
Cre10.g437500,TOM7
Cre10.g437829,CIA6
Cre10.g437850,CBP20
Cre10.g438250,LAT2
Cre10.g438300,LTH4
Cre10.g438350,LTH3
Cre10.g438400,LTH2
Cre10.g438450,LTH1
Cre10.g438500,FAP264
Cre10.g438550,TATA1
Cre10.g439100,CCT1
Cre10.g439150,RPT5
Cre10.g439200,CDD5
Cre10.g439400,GAT1
Cre10.g439650,COG8
Cre10.g439700,CGL28
Cre10.g439900,HSP70G
Cre10.g440000,RAA8
Cre10.g440050,CSP41A
Cre10.g440150,CMC1
Cre10.g440200,SMC5B
Cre10.g440300,SMC5A
Cre10.g440450,PSB28
Cre10.g440750,TOP3
Cre10.g440850,GPX4
Cre10.g440900,RRP43
Cre10.g440950,FAP192
Cre10.g441100,PIGT1
Cre10.g441250,TMEM231
Cre10.g441400,NOP58
Cre10.g441600,OPR48
Cre10.g441900,FAP145
Cre10.g442700,RVB2
Cre10.g442850,TOP1A
Cre10.g443000,ATM3
Cre10.g443050,PFH3
Cre10.g443250,CCT3
Cre10.g443300,CNK5
Cre10.g443900,BOR1
Cre10.g444450,SSA17
Cre10.g444550,SPP1A
Cre10.g444700,SBE3
Cre10.g444800,CGL63
Cre10.g444850,CAV7
Cre10.g445000,SLT2
Cre10.g445050,SLT3
Cre10.g445100,CGL50
Cre10.g445650,SMC3
Cre10.g446100,TRXY1
Cre10.g446350,CGLD14
Cre10.g446400,KATL1
Cre10.g446500,CPL24
Cre10.g446550,ATPVF1
Cre10.g447100,MRPS105
Cre10.g447300,DDI1
Cre10.g447350,SEC23B
Cre10.g447500,KIN16B
Cre10.g447850,YEE2
Cre10.g448051,CPSFL1
Cre10.g448850,FAP135
Cre10.g449250,KAP1
Cre10.g449550,PRX3
Cre10.g449600,SPR1
Cre10.g449750,PKS1
Cre10.g450350,IFT25
Cre10.g450400,NUO5
Cre10.g450450,FAP18
Cre10.g451000,TRR1
Cre10.g451400,CNX1E
Cre10.g451850,KATL2
Cre10.g451900,THS1
Cre10.g451950,AAT1
Cre10.g452050,LHCA4
Cre10.g452100,PSBY1
Cre10.g452250,FAP41
Cre10.g452550,HOPP1
Cre10.g452650,TIM17
Cre10.g452800,LCIB1
Cre10.g452900,SMY2
Cre10.g452950,TRP1
Cre10.g453050,CYCM1
Cre10.g453450,SMP4
Cre10.g453500,RWP15
Cre10.g453600,FAD13
Cre10.g453807,CTPB1
Cre10.g453900,CYN71
Cre10.g454250,FKB16I
Cre10.g454550,COX19
Cre10.g454600,FAP15
Cre10.g454650,RPC5
Cre10.g455300,SMP1
Cre10.g455600,ORC1
Cre10.g455700,PAP5
Cre10.g455850,MCM7
Cre10.g455950,FAP407
Cre10.g456000,FAP191
Cre10.g456050,AGG6
Cre10.g456100,AGG3
Cre10.g456200,RPS24
Cre10.g456300,NAC2
Cre10.g456350,KIN7B
Cre10.g456700,CASC3
Cre10.g457000,CYN65
Cre10.g457500,SNRKB1
Cre10.g457550,ATG18
Cre10.g457750,SULTR1
Cre10.g458350,SRR16
Cre10.g458450,GPX5
Cre10.g458550,STIC2
Cre10.g458600,FAP245
Cre10.g459000,IBA57
Cre10.g459200,PMA2
Cre10.g459250,RPL35A
Cre10.g459350,OPR49
Cre10.g459500,NGB1
Cre10.g459550,B9D2B
Cre10.g459750,NUOA1
Cre10.g459900,PFH4
Cre10.g460050,FLU1
Cre10.g460350,PGA4
Cre10.g460532,APC2
Cre10.g460600,CYN53
Cre10.g460650,CYN52
Cre10.g461050,ATPVA1
Cre10.g461350,BUG23
Cre10.g461650,MRPL80
Cre10.g461950,PBE1
Cre10.g462200,SRTA1
Cre10.g462250,REF1
Cre10.g462950,PRPL33
Cre10.g463150,DCI1
Cre10.g464500,PDO1
Cre10.g464550,LAT1
Cre10.g464600,EZY15
Cre10.g464650,CGL36
Cre10.g464850,MSRA5
Cre10.g465250,RSP11
Cre10.g465550,CLPD1
Cre10.g465900,CDKA1
Cre10.g465950,CGL148
Cre10.g466200,CYCAB1
Cre10.g466250,PRP20
Cre10.g466300,AAAS1
Cre10.g466350,SNRK2H
Cre10.g466500,CPL12
Cre10.g466550,TF2H1
Cre10.g466650,FAP252
Cre10.g466750,SAT1
Cre10.g466850,FKB18
Cre10.g467000,IFT57
Cre10.g467050,MOT48
Cre11.g467528,CAV4
Cre11.g467537,PPR12
Cre11.g467538,GOX8
Cre11.g467539,GOX6
Cre11.g467540,GOX7
Cre11.g467544,IDI1
Cre11.g467547,TSX1
Cre11.g467560,PF23
Cre11.g467561,FAP222
Cre11.g467567,UBQ1
Cre11.g467569,ATPD1
Cre11.g467573,LHCA3
Cre11.g467575,CLPB4
Cre11.g467580,FAP370
Cre11.g467582,RIB21
Cre11.g467616,IFT56
Cre11.g467617,LCI19
Cre11.g467620,CEP83
Cre11.g467631,CGL90
Cre11.g467635,MOT22
Cre11.g467644,CLPB1
Cre11.g467649,OPR107
Cre11.g467652,RAA9
Cre11.g467655,IMP1
Cre11.g467666,LCI13
Cre11.g467668,NUOB22
Cre11.g467678,HKR2
Cre11.g467689,PETC1
Cre11.g467699,SEC1
Cre11.g467700,UROD1
Cre11.g467702,MRPS3
Cre11.g467707,ATP16
Cre11.g467710,VSP1
Cre11.g467712,SAGA1
Cre11.g467723,KAS1
Cre11.g467739,IFT54
Cre11.g467745,GCP3
Cre11.g467753,HMOX2
Cre11.g467756,MMP5
Cre11.g467767,NUO13
Cre11.g467770,PGK1
Cre11.g467772,CYCD1
Cre11.g467781,ARB1
Cre11.g467850,PGA6
Cre11.g467950,FAP383
Cre11.g468050,VIPP2
Cre11.g468300,SAR1
Cre11.g468356,TPR7
Cre11.g468359,GAS31
Cre11.g468450,DLE2
Cre11.g468550,ATPVG1
Cre11.g468700,HCAR1
Cre11.g468750,CPLD48
Cre11.g468850,FAP152
Cre11.g468900,FAP404
Cre11.g468950,QCR9
Cre11.g469000,FAP107
Cre11.g469350,TTL12
Cre11.g469400,HIK4
Cre11.g469450,CGL124
Cre11.g469500,FXL6
Cre11.g469600,HDA9
Cre11.g474800,OTA1
Cre11.g475000,IFT121
Cre11.g475600,FAP362
Cre11.g476050,DHC15
Cre11.g476100,MCD1
Cre11.g476200,NZF1
Cre11.g476376,FAP221
Cre11.g476400,MAG1
Cre11.g476650,PUL1
Cre11.g476750,FNR1
Cre11.g476800,MRPL15
Cre11.g476850,DRC4
Cre11.g477000,SNRK2D
Cre11.g477100,FAP97
Cre11.g477200,IFR1
Cre11.g477300,FAP8
Cre11.g477625,CHLH2
Cre11.g477800,HDA10
Cre11.g477850,TXC1
Cre11.g478128,GCN20
Cre11.g478156,AP1B1
Cre11.g478700,FKB15D
Cre11.g478750,FKB15B
Cre11.g479050,FKB15A
Cre11.g479250,RANGAP1
Cre11.g479500,PRPL4
Cre11.g479650,CHIP1
Cre11.g479750,SRP54L
Cre11.g479850,CYN59
Cre11.g479950,CGL7
Cre11.g480150,RPS14
Cre11.g480851,RRA3
Cre11.g481000,SNRK2F
Cre11.g481450,ATPG1
Cre11.g481500,HIS7
Cre11.g481600,GAS28
Cre11.g481750,GAS30
Cre11.g481800,CHT7
Cre11.g482001,FAP208
Cre11.g482200,FAP299
Cre11.g482300,MOT17
Cre11.g482650,EZY3
Cre11.g482900,RAB18C
Cre11.g801318,PSBW1
Cre12.g483550,VPE1
Cre12.g483650,STL1
Cre12.g483700,RB38
Cre12.g483950,MDH4
Cre12.g484000,BCX1
Cre12.g484050,RPL36
Cre12.g484100,RPC19
Cre12.g484200,GGPS1
Cre12.g484250,DHC1
Cre12.g484350,SNRKBG1
Cre12.g484700,NUOA7
Cre12.g484900,FAP83
Cre12.g485000,FAP182
Cre12.g485050,CAH6
Cre12.g485100,FAP326
Cre12.g485150,GAPC1
Cre12.g485600,SNRK2M
Cre12.g485750,CGL128
Cre12.g485800,FTSH1
Cre12.g485850,CPLD64
Cre12.g486100,CLPP5
Cre12.g486250,FAP333
Cre12.g486300,PSAL1
Cre12.g486600,MEX1
Cre12.g486700,FAP271
Cre12.g487100,TSM2
Cre12.g487300,CSB42
Cre12.g487350,CEP19
Cre12.g487500,NYE1
Cre12.g487850,CGL49
Cre12.g487900,FDX9
Cre12.g488100,UPF3
Cre12.g488400,KATL5
Cre12.g488450,VSP3
Cre12.g488500,ARC6
Cre12.g488850,AP2A1
Cre12.g489050,PCT2
Cre12.g489150,SHD1
Cre12.g489153,RPL31
Cre12.g489400,PTB7
Cre12.g489700,OTC1
Cre12.g489750,FAP52
Cre12.g490000,EIF2A
Cre12.g490100,TPT2
Cre12.g490300,MSD4
Cre12.g490350,HDS1
Cre12.g490500,LCAA1
Cre12.g490700,MIN1
Cre12.g491050,RIR2
Cre12.g491150,VPS55
Cre12.g491500,UBA3
Cre12.g491600,PTB1
Cre12.g492300,NUO10
Cre12.g492600,FAP346
Cre12.g492650,FAS2
Cre12.g492700,FAS1
Cre12.g492850,POC19
Cre12.g492950,RIR1
Cre12.g493150,LTO1
Cre12.g493250,FAP358
Cre12.g493400,SMC4
Cre12.g493404,PTB13
Cre12.g493500,SOX1
Cre12.g493550,THK3
Cre12.g493950,PRPS13
Cre12.g494000,CGL82
Cre12.g494050,RPL9
Cre12.g494350,EMP70
Cre12.g494400,MNP2
Cre12.g494450,PRPS16
Cre12.g494500,LF2
Cre12.g494750,PRPS20
Cre12.g494800,DII1
Cre12.g494850,ADK3
Cre12.g495050,OPR51
Cre12.g495100,PSR1
Cre12.g495250,FAP31
Cre12.g495300,HIS6
Cre12.g495350,POC12
Cre12.g495550,FAP385
Cre12.g495850,HBD1
Cre12.g495951,CYN20C
Cre12.g496100,FAP149
Cre12.g496200,XPO2
Cre12.g496350,SSD2
Cre12.g496450,RRP4
Cre12.g496750,NUO8
Cre12.g496800,NDUFAF3
Cre12.g497000,FAP14
Cre12.g497200,FAP216
Cre12.g497250,CEP95
Cre12.g497300,CAS1
Cre12.g497350,PPR13
Cre12.g497400,CGL119
Cre12.g497450,FAP412
Cre12.g497750,TSPP1
Cre12.g498100,EIF3E
Cre12.g498200,FAP128
Cre12.g498250,RPS17
Cre12.g498350,SRE1
Cre12.g498500,DEG1C
Cre12.g498550,CHLM1
Cre12.g498600,EEF1A1
Cre12.g498650,ALK3
Cre12.g498700,CPLD13
Cre12.g498900,RPS7
Cre12.g499400,CYN18B
Cre12.g499500,SNRK2B
Cre12.g499800,ASA10
Cre12.g499850,CNK7
Cre12.g499900,VPS29
Cre12.g499950,CPL18
Cre12.g500150,ALDH2
Cre12.g500450,TPD1
Cre12.g500500,SMT1
Cre12.g500600,VMA21
Cre12.g500650,RNB2
Cre12.g500700,LCL2
Cre12.g500900,SIZ1
Cre12.g500950,CLPP4
Cre12.g501100,TMU3
Cre12.g501150,MLT2
Cre12.g501200,SKP1
Cre12.g501450,SDIR1
Cre12.g502000,FAP253
Cre12.g502250,PLAP4
Cre12.g502600,SLT1
Cre12.g502750,PFD6
Cre12.g502950,CPL15
Cre12.g503000,GPT3
Cre12.g503550,MEC1
Cre12.g504050,LAG2
Cre12.g504150,NFU2
Cre12.g504200,RPS23
Cre12.g504500,HTA15
Cre12.g504550,HTB15
Cre12.g504600,HFO15
Cre12.g504650,HTR15
Cre12.g504700,HTB16
Cre12.g504750,HTA16
Cre12.g504800,HTR16
Cre12.g504850,HFO16
Cre12.g504950,UOX1
Cre12.g505150,OPR52
Cre12.g505250,FAP288
Cre12.g505350,FAP10
Cre12.g505450,HFO17
Cre12.g505500,HTR17
Cre12.g505550,HTA17
Cre12.g505600,HTB17
Cre12.g505750,RPB9
Cre12.g505850,CPN23
Cre12.g505950,TIM50
Cre12.g506000,DIC2
